Rollno,Exam ID,AcademicYearID,semester,subjectid,SubjectName,TheoryAggGrade,TheoryAggGradePoint,TheoryCredit,ThIsPresent,PracticalAggMarks,PracticalAggGrade,PracticalAggGradePoint,PracticalCredit,PrIsPresent,SGPA,CGPA,prsgpa,prcgpa,noofbacklog
12777,2557,72,1,1137,PROJECT,,0,0,0,71,BB,8,2,1,NULL,NULL,6.96,5.65,0
12777,2557,72,1,1138,CLINICAL CARDIO RESPIRATORY CONDITIONS,DD,4,4,1,0,,0,0,0,4,4.59,4,4.32,0
12777,2557,72,1,1139,CONCEPTS OF ORGANIC CHEMISTRY,BC,7,2,1,0,,0,0,0,NULL,6.76,7,6.73,0
12777,2557,72,1,1140,TOXICOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.18,8.18,0
12777,2736,72,2,1141,BIOPHYSICS,BB,8,2,1,0,,0,0,0,8,7.97,7.73,7.95,0
12777,2736,72,2,1142,CONCEPTS OF ORGANIC CHEMISTRY,CC,6,2,1,0,,0,0,0,NULL,6.36,6.5,6.18,0
12777,2736,72,2,1143,ANALYTICAL TECHNIQUES IN BIOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.82,6.24,1
12777,2736,72,2,1144,FOUNDATIONS OF IMMUNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7.64,7.42,0
12777,2736,72,2,1145,ECOLOGY,AB,9,2,1,0,,0,0,0,NULL,7.73,0,0,0
12777,2736,72,2,1146,MOLECULAR BASIS OF LIFE,BB,8,2,1,0,,0,0,0,NULL,7.91,0,0,0
12777,2736,72,2,1147,CONCEPTS OF INORGANIC CHEMISTRY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.73,8.73,0
12777,2932,88,3,1400,BASIC MATHEMATICS FOR BIOLOGISTS,CC,6,2,1,0,,0,0,0,NULL,4.36,0,0,3
12777,2932,88,3,1401,MOLECULAR BASIS OF LIFE,FF,0,2,1,0,,0,0,0,NULL,6.09,0,0,2
12777,2932,88,3,1402,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.82,6.97,1
12777,2932,88,3,1403,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.55,8.51,0
12777,2932,88,3,1404,PRINCIPLES OF BIOANALYSIS,CD,5,2,1,0,,0,0,0,NULL,NULL,0,4.61,7
12777,2932,88,3,1405,FERMENTATION TECHNOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,5.7,6.11,0
12777,2932,88,3,1406,BASIC MOLECULAR BIOLOGY-II,BC,7,2,1,0,,0,0,0,5.6,6.31,6.64,6.34,3
12777,2932,88,3,1407,BASIC FORENSIC BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.7,6.63,0
12777,2736,72,2,1468,BASIC MOLECULAR BIOLOGY-I,BC,7,2,1,0,,0,0,0,NULL,NULL,6.27,6.98,0
12777,2557,72,1,1611,BIOMOLECULES AND NUTRITION,BC,7,2,1,0,,0,0,0,NULL,NULL,7,7.58,0
12777,2932,88,3,1651,BASIC MOLECULAR GENETICS,BC,7,2,1,0,,0,0,0,NULL,NULL,6.45,7.18,0
12777,3158,88,4,1655,BIOPHYSICS,BC,7,2,1,0,,0,0,0,7.55,8.09,8.55,8.36,0
12777,3158,88,4,1670,CONCEPTS OF ORGANIC CHEMISTRY,CD,5,2,1,0,,0,0,0,NULL,NULL,6,5.16,2
12777,3158,88,4,1671,LABORATORY-III,,0,0,0,84,CD,5,6,1,NULL,NULL,5.5,5.98,0
12777,3158,88,4,1672,LIBERAL ARTS - MEDIA AND GRAPHIC DESIGN,,0,0,0,77,AB,9,2,1,NULL,NULL,0,0,0
12777,3158,88,4,1673,CONCEPTS OF PHYSICS-I,CC,6,2,1,0,,0,0,0,5.55,5.55,0,0,1
12777,3158,88,4,1674,LIBERAL ARTS - MEDIA AND GRAPHIC DESIGN,,0,0,0,78,AB,9,2,1,NULL,NULL,0,0,0
12777,3158,88,4,1675,MATHEMATICAL PHYSICS-I,BB,8,4,1,0,,0,0,0,NULL,NULL,0,0,0
12777,3158,88,4,1676,BASIC GENETICS,BC,7,2,1,0,,0,0,0,NULL,NULL,8,8,0
12777,3158,88,4,1678,CONCEPTS OF PHYSICS-I,AA,10,2,1,0,,0,0,0,8.45,8.45,0,0,0
12777,3285,103,5,1943,ECOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,2
12777,3285,103,5,1944,BASIC BUSINESS BIOTECHNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,7.18,6.86,0
12777,3285,103,5,1945,BIOCHEMISTRY PRACTICALS-III,,0,0,0,104,BB,8,4,1,NULL,NULL,6,6.86,0
12777,3285,103,5,1946,PLANT BIOTECHNOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,6.64,7.05,0
12777,3285,103,5,1947,METABOLISM-II,BC,7,2,1,0,,0,0,0,NULL,NULL,8,8.22,0
12777,3285,103,5,1948,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,AA,10,2,1,0,,0,0,0,NULL,NULL,8.82,8.59,0
12777,3285,103,5,1951,PLANT BIOTECHNOLOGY,DD,4,2,1,0,,0,0,0,NULL,NULL,5.5,4.86,5
12777,3285,103,5,1954,BASIC MOLECULAR BIOLOGY-II,CD,5,2,1,0,,0,0,0,5.36,5.91,5.92,5.47,1
12777,3606,103,6,2322,GENERAL VIROLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,6.17,6.54,0
12777,3606,103,6,2323,MICROBIOLOGY PRACTICALS-I,,0,0,0,89,CC,6,6,1,NULL,NULL,5.5,6.41,0
12777,3606,103,6,2324,HEALTH PROMOTION & FITNESS,CC,6,2,1,0,,0,0,0,NULL,NULL,7.23,6.89,0
12777,3606,103,6,2325,CELL BIOLOGY-II,BC,7,2,1,0,,0,0,0,NULL,NULL,6.5,6.43,0
12777,3606,103,6,2326,CELL BIOLOGY-II,BB,8,2,1,0,,0,0,0,NULL,NULL,7.5,7.57,0
12777,3606,103,6,2328,VALUES AND ETHICS,BC,7,2,1,0,,0,0,0,NULL,NULL,6.05,6.25,0
12777,3606,103,6,2330,ELEMENTS OF MODERN PHYSICS LAB,,0,0,0,34,BB,8,2,1,NULL,NULL,6.86,6.7,1
12777,3606,103,6,2335,BIOTECHNOLOGY PRACTICALS-II,,0,0,0,104,BB,8,6,1,NULL,NULL,8.92,7.91,0
12777,3285,103,5,2827,FOOD AND DAIRY MICROBIOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.46,8.38,0
12777,3606,103,6,2829,MICROBIAL PHYSIOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,7.54,6.88,0
12790,2557,72,1,1134,BASIC GENETICS,CD,5,2,1,0,,0,0,0,NULL,NULL,6.82,6.82,0
12790,2557,72,1,1135,BASIC MATHEMATICS FOR BIOLOGISTS,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,0
12790,2557,72,1,1136,LIBERAL ARTS - PHOTOGRAPHY,,0,0,0,0,-N.A.-,0,2,0,0,0,0,0,8
12790,2557,72,1,1137,PHYSIOTHERAPY IN GERIATRIC & HAND CONDITIONS,AA,10,3,1,42,AA,10,1,1,NULL,NULL,8.29,7.59,0
12790,2557,72,1,1138,CLINICAL TRAINING,,0,0,0,47,FF,0,6,1,NULL,NULL,2,4.14,3
12790,2557,72,1,1139,CONCEPTS OF PHYSICS-II,CC,6,2,1,0,,0,0,0,NULL,6.76,7,6.73,0
12790,2557,72,1,1140,ANALYTICAL TECHNIQUES IN BIOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.18,8.18,0
12790,2736,72,2,1141,CONCEPTS OF PHYSICS-II,AB,9,2,1,0,,0,0,0,NULL,7.97,7.73,7.95,0
12790,2736,72,2,1142,FUNDAMENTALS OF MICROBIOLOGY-II,CD,5,2,1,0,,0,0,0,NULL,6.36,6.5,6.18,0
12790,2736,72,2,1143,CRITICAL THINKING AND LOGIC,CC,6,2,1,0,,0,0,0,6.64,6.34,6.82,6.24,1
12790,2736,72,2,1144,ANALYTICAL TECHNIQUES IN BIOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7.64,7.42,0
12790,2736,72,2,1145,ANIMAL SCIENCES,BC,7,4,1,0,,0,0,0,NULL,7.73,0,0,0
12790,2736,72,2,1146,ECOLOGY,AB,9,2,1,0,,0,0,0,NULL,7.91,0,0,0
12790,2736,72,2,1147,CELL BIOLOGY-I,AB,9,2,1,0,,0,0,0,NULL,NULL,8.73,8.73,0
12790,2932,88,3,1400,CONCEPTS OF PHYSICAL CHEMISTRY,FF,0,2,1,0,,0,0,0,NULL,4.36,0,0,3
12790,2932,88,3,1401,ECOLOGY,BB,8,2,1,0,,0,0,0,NULL,6.09,0,0,2
12790,2932,88,3,1402,FOOD AND DAIRY MICROBIOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.82,6.97,1
12790,2932,88,3,1403,FOOD AND DAIRY MICROBIOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.55,8.51,0
12790,2932,88,3,1404,FUNDAMENTALS OF BIOCHEMISTRY-II,FF,0,2,1,0,,0,0,0,NULL,NULL,0,4.61,7
12790,2932,88,3,1405,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,CD,5,2,1,0,,0,0,0,NULL,NULL,5.7,6.11,0
12790,2932,88,3,1406,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,FF,0,2,1,0,,0,0,0,NULL,NULL,6.64,6.34,3
12790,2932,88,3,1407,BASIC BUSINESS BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.7,6.63,0
12790,2736,72,2,1468,CELL BIOLOGY-II,BC,7,2,1,0,,0,0,0,NULL,NULL,6.27,6.98,0
12790,2557,72,1,1611,CRITICAL THINKING AND LOGIC,BB,8,2,1,0,,0,0,0,7.33,7.51,7,7.58,0
12790,2932,88,3,1651,GENERAL VIROLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,6.45,7.18,0
12790,3158,88,4,1655,FUNDAMENTALS OF MICROBIOLOGY-II,BB,8,2,1,0,,0,0,0,NULL,NULL,8.55,8.36,0
12790,3158,88,4,1670,FUNDAMENTALS OF BIOCHEMISTRY-II,CD,5,2,1,0,,0,0,0,NULL,NULL,6,5.16,2
12790,3158,88,4,1671,ANALYTICAL TECHNIQUES IN BIOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,5.64,5.86,0
12790,3158,88,4,1672,FUNDAMENTALS OF MICROBIOLOGY-I,AA,10,2,1,0,,0,0,0,9.68,9.34,9,9,0
12790,3158,88,4,1673,MOLECULAR BASIS OF LIFE,CC,6,2,1,0,,0,0,0,NULL,NULL,0,0,1
12790,3158,88,4,1674,BASIC MATHEMATICS FOR BIOLOGISTS,DD,4,2,1,0,,0,0,0,NULL,NULL,0,0,0
12790,3158,88,4,1675,MECHANICS,BC,7,4,1,0,,0,0,0,NULL,NULL,0,0,0
12790,3158,88,4,1676,CONCEPTS OF INORGANIC CHEMISTRY,BB,8,2,1,0,,0,0,0,NULL,NULL,8,8,0
12790,3158,88,4,1678,MOLECULAR BASIS OF LIFE,AB,9,2,1,0,,0,0,0,NULL,NULL,0,0,0
12790,3285,103,5,1943,CONCEPTS OF PHYSICAL CHEMISTRY,FF,0,2,1,0,,0,0,0,1.67,4.73,0,0,2
12790,3285,103,5,1944,ENZYMOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,6.36,6.83,0
12790,3285,103,5,1945,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,BB,8,2,1,0,,0,0,0,NULL,NULL,6,6.86,0
12790,3285,103,5,1946,POLLUTION CONTROL AND ENVIRONMENTAL ANALYSIS,CC,6,2,1,0,,0,0,0,NULL,NULL,6.64,7.05,0
12790,3285,103,5,1947,ENZYMOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7.27,7.72,0
12790,3285,103,5,1948,DIAGNOSTIC BIOCHEMISTRY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.82,8.59,0
12790,3285,103,5,1951,BIOINFORMATICS,BC,7,2,1,0,,0,0,0,NULL,NULL,2.67,4.98,0
12790,3285,103,5,1954,PLANT BIOTECHNOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,5.92,5.47,1
12790,3606,103,6,2322,"CREATIVITY, PROBLEM SOLVING AND INNOVATION",,0,0,0,57,CC,6,2,1,NULL,NULL,6.17,6.54,0
12790,3606,103,6,2323,BASIC MOLECULAR BIOLOGY-I,DD,4,2,1,0,,0,0,0,NULL,NULL,5.5,6.41,0
12790,3606,103,6,2324,CONCEPTS OF PHYSICS-II,CC,6,2,1,0,,0,0,0,NULL,NULL,7.23,6.89,0
12790,3606,103,6,2325,LIFE STYLE DISEASES & MANAGEMENT,BB,8,2,1,0,,0,0,0,NULL,NULL,6.5,6.43,0
12790,3606,103,6,2326,BASIC MOLECULAR BIOLOGY-I,BB,8,2,1,0,,0,0,0,NULL,NULL,7.5,7.57,0
12790,3606,103,6,2328,LABORATORY-III,,0,0,0,90,CD,5,6,1,NULL,NULL,6.05,6.25,0
12790,3606,103,6,2330,BASICS OF ENVIRONMENTAL IMPACT ASSESSMENT,AB,9,2,1,0,,0,0,0,NULL,NULL,6.86,6.7,1
12790,3606,103,6,2335,PLANT BIOTECHNOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,8.92,7.91,0
12790,3285,103,5,2827,PRINCIPLES OF BIOPROCESS ENGINEERING AND TECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.46,8.38,0
12790,3606,103,6,2829,CONCEPTS OF GENETIC ENGINEERING,BC,7,2,1,0,,0,0,0,NULL,NULL,7.54,6.88,0
12791,2557,72,1,1134,LIBERAL ARTS - PHOTOGRAPHY,,0,0,0,83,AB,9,2,1,7,7,0,0,0
12791,2557,72,1,1135,LIBERAL ARTS - PHOTOGRAPHY,,0,0,0,84,AB,9,2,1,5,5,0,0,2
12791,2557,72,1,1136,CONCEPTS OF PHYSICAL CHEMISTRY,-N.A.-,0,2,0,0,,0,0,0,NULL,NULL,0,0,8
12791,2557,72,1,1137,PHYSIOTHERAPY IN ORTHOPAEDIC CONDITIONS,AB,9,4,1,69,BC,7,2,1,8.96,7.76,8.29,7.59,0
12791,2557,72,1,1138,CLINICAL TRAINING,,0,0,0,59,CD,5,6,1,NULL,NULL,1.14,4.22,4
12791,2557,72,1,1139,PRINCIPLES OF BIOANALYSIS,CD,5,2,1,0,,0,0,0,NULL,6.76,7,6.73,0
12791,2557,72,1,1140,CELL BIOLOGY-II,BB,8,2,1,0,,0,0,0,NULL,NULL,8.18,8.18,0
12791,2736,72,2,1141,FUNDAMENTALS OF MICROBIOLOGY-II,BC,7,2,1,0,,0,0,0,NULL,7.97,7.73,7.95,0
12791,2736,72,2,1142,LABORATORY-III,,0,0,0,110,BB,8,6,1,NULL,6.36,6.5,6.18,0
12791,2736,72,2,1143,BASIC MOLECULAR GENETICS,CD,5,2,1,0,,0,0,0,NULL,NULL,6.82,6.24,1
12791,2736,72,2,1144,EVOLUTION AND BEHAVIOUR,BC,7,2,1,0,,0,0,0,NULL,NULL,7.64,7.42,0
12791,2736,72,2,1145,BASIC MATHEMATICS FOR BIOLOGISTS,BC,7,2,1,0,,0,0,0,NULL,7.73,0,0,0
12791,2736,72,2,1146,LABORATORY-I,,0,0,0,108,BB,8,6,1,NULL,7.91,0,0,0
12791,2736,72,2,1147,PLANT SCIENCES,AA,10,4,1,0,,0,0,0,NULL,NULL,8.73,8.73,0
12791,2932,88,3,1400,ANIMAL SCIENCES,CD,5,4,1,0,,0,0,0,NULL,4.36,0,0,3
12791,2932,88,3,1401,LABORATORY-I,,0,0,0,94,BB,8,6,1,NULL,6.09,0,0,2
12791,2932,88,3,1402,MICROBIAL PHYSIOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.82,6.97,1
12791,2932,88,3,1403,POLLUTION CONTROL AND ENVIRONMENTAL ANALYSIS,AB,9,2,1,0,,0,0,0,NULL,NULL,8.55,8.51,0
12791,2932,88,3,1404,BASIC BIOSTATISTICS,CD,5,2,1,0,,0,0,0,NULL,NULL,0,4.61,7
12791,2932,88,3,1405,BASIC FORENSIC BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,5.7,6.11,0
12791,2932,88,3,1406,FOOD AND DAIRY MICROBIOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.64,6.34,3
12791,2932,88,3,1407,BASIC ANIMAL BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.7,6.63,0
12791,2736,72,2,1468,VALUES AND ETHICS,CC,6,2,1,0,,0,0,0,NULL,NULL,7.59,7.66,0
12791,2557,72,1,1633,INTRODUCTORY DEVELOPMENTAL BIOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7.09,7.8,0
12791,2932,88,3,1651,INTRODUCTORY DEVELOPMENTAL BIOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,6.45,7.18,0
12791,3158,88,4,1655,BASIC BIOSTATISTICS,BB,8,2,1,0,,0,0,0,NULL,NULL,8.55,8.36,0
12791,3158,88,4,1670,LABORATORY-III,,0,0,0,70,CD,5,6,1,NULL,NULL,6,5.16,2
12791,3158,88,4,1671,BASIC MOLECULAR GENETICS,CD,5,2,1,0,,0,0,0,NULL,NULL,5.64,5.86,0
12791,3158,88,4,1672,FUNDAMENTALS OF BIOCHEMISTRY-I,AA,10,2,1,0,,0,0,0,NULL,NULL,9,9,0
12791,3158,88,4,1673,LIBERAL ARTS - PHOTOGRAPHY,,0,0,0,81,AB,9,2,1,NULL,NULL,0,0,1
12791,3158,88,4,1674,FUNDAMENTALS OF MICROBIOLOGY-I,BB,8,2,1,0,,0,0,0,6.73,6.5,6.27,6.27,0
12791,3158,88,4,1675,MATHEMATICAL PHYSICS-I LAB,,0,0,0,44,AB,9,2,1,NULL,NULL,0,0,0
12791,3158,88,4,1676,CELL BIOLOGY-I,BB,8,2,1,0,,0,0,0,NULL,NULL,8,8,0
12791,3158,88,4,1678,CONCEPTS OF PHYSICAL CHEMISTRY,AB,9,2,1,0,,0,0,0,NULL,NULL,0,0,0
12791,3158,88,4,1681,PLANT SCIENCES,AB,9,4,1,0,,0,0,0,NULL,NULL,8.36,8.36,0
12791,3285,103,5,1943,BASIC MATHEMATICS FOR BIOLOGISTS,FF,0,2,1,0,,0,0,0,NULL,NULL,0,0,2
12791,3285,103,5,1944,HUMAN NUTRITION,CD,5,2,1,0,,0,0,0,NULL,NULL,6.36,6.83,0
12791,3285,103,5,1945,DIAGNOSTIC BIOCHEMISTRY,BC,7,2,1,0,,0,0,0,NULL,NULL,6,6.86,0
12791,3285,103,5,1946,CONCEPTS OF GENETIC ENGINEERING,CC,6,2,1,0,,0,0,0,NULL,NULL,6.64,7.05,0
12791,3285,103,5,1947,PROFESSIONAL COMMUNICATION,,0,0,0,75,AB,9,2,1,NULL,NULL,7.27,7.72,0
12791,3285,103,5,1948,CONCEPTS OF GENETIC ENGINEERING,BC,7,2,1,0,,0,0,0,NULL,NULL,7,7.15,0
12791,3285,103,5,1951,BIOTECHNOLOGY PRACTICALS-III,,0,0,0,102,BB,8,4,1,NULL,NULL,2.67,4.98,0
12791,3285,103,5,2130,BASIC BIOSTATISTICS,CD,5,2,1,0,,0,0,0,NULL,NULL,0,5.32,1
12791,3606,103,6,2322,SOIL FERTILITY AND PLANT NUTRITION,DD,4,2,1,0,,0,0,0,NULL,NULL,6.17,6.54,0
12791,3606,103,6,2323,ANALYTICAL TECHNIQUES IN BIOLOGY,DD,4,2,1,0,,0,0,0,NULL,NULL,5.5,6.41,0
12791,3606,103,6,2324,BIOPHYSICS,AB,9,2,1,0,,0,0,0,6.92,6.9,7.23,6.89,0
12791,3606,103,6,2325,BASIC MOLECULAR BIOLOGY-I,BB,8,2,1,0,,0,0,0,NULL,NULL,6.5,6.43,0
12791,3606,103,6,2326,GENERAL VIROLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,7.5,7.57,0
12791,3606,103,6,2328,ENVIRONMENTAL SUSTAINABILITY & CLIMATE CHANGE,CC,6,2,1,0,,0,0,0,NULL,NULL,6.05,6.25,0
12791,3606,103,6,2332,ANALYTICAL TECHNIQUES IN BIOLOGY,DD,4,2,1,0,,0,0,0,NULL,NULL,6,7.26,0
12791,3606,103,6,2335,PROFESSIONAL COMMUNICATION,,0,0,0,79,AB,9,2,1,NULL,NULL,8.92,7.91,0
12791,3285,103,5,2827,PLANT BIOTECHNOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,8.46,8.38,0
12791,3606,103,6,2829,PRINCIPLES OF BIOPROCESS ENGINEERING AND TECHNOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,7.54,6.88,0
12793,2557,72,1,1134,BASIC MATHEMATICS FOR BIOLOGISTS,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,0
12793,2557,72,1,1135,ECOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,2
12793,2557,72,1,1136,ANIMAL SCIENCES,-N.A.-,0,4,0,0,,0,0,0,NULL,NULL,0,0,8
12793,2557,72,1,1137,PHYSIOTHERAPY IN NEUROLOGICAL CONDITIONS,AA,10,4,1,78,AB,9,2,1,NULL,NULL,8.29,7.59,0
12793,2557,72,1,1138,PHYSIOTHERAPY IN SPORTS & ALLIED THERAPEUTICS,DD,4,3,1,28,CD,5,1,1,NULL,NULL,1.14,4.22,4
12793,2557,72,1,1139,BASIC MOLECULAR BIOLOGY-I,BC,7,2,1,0,,0,0,0,NULL,NULL,6.82,6.76,0
12793,2557,72,1,1140,BASIC MOLECULAR GENETICS,BB,8,2,1,0,,0,0,0,NULL,NULL,8.18,8.18,0
12793,2736,72,2,1141,PRINCIPLES OF BIOANALYSIS,BB,8,2,1,0,,0,0,0,NULL,7.97,7.73,7.95,0
12793,2736,72,2,1142,CONCEPTS OF PHYSICS-II,BC,7,2,1,0,,0,0,0,NULL,6.36,6.5,6.18,0
12793,2736,72,2,1143,TOXICOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,6.82,6.24,1
12793,2736,72,2,1144,CELL BIOLOGY-II,BC,7,2,1,0,,0,0,0,NULL,NULL,7.64,7.42,0
12793,2736,72,2,1145,LABORATORY-I,,0,0,0,93,BB,8,6,1,NULL,7.73,0,0,0
12793,2736,72,2,1146,ANIMAL SCIENCES,BC,7,4,1,0,,0,0,0,NULL,7.91,0,0,0
12793,2736,72,2,1147,FUNDAMENTALS OF BIOCHEMISTRY-I,AB,9,2,1,0,,0,0,0,NULL,NULL,8.73,8.73,0
12793,2932,88,3,1400,LIBERAL ARTS - PAINTING,,0,0,0,78,AB,9,2,1,NULL,4.36,0,0,3
12793,2932,88,3,1401,LIBERAL ARTS - ARTS AND CRAFT,,0,0,0,82,AB,9,2,1,NULL,6.09,0,0,2
12793,2932,88,3,1402,BASIC MOLECULAR BIOLOGY-II,BC,7,2,1,0,,0,0,0,6.91,6.95,6.82,6.97,1
12793,2932,88,3,1403,PLANT BIOTECHNOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,8.55,8.51,0
12793,2932,88,3,1404,CONCEPTS OF ORGANIC CHEMISTRY,CC,6,2,1,0,,0,0,0,NULL,NULL,0,4.61,7
12793,2932,88,3,1405,CONCEPTS OF MICROBIAL ECOLOGY AND DIVERSITY,CC,6,2,1,0,,0,0,0,NULL,NULL,5.7,6.11,0
12793,2932,88,3,1406,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,7,6.44,6.64,6.34,0
12793,2932,88,3,1407,BIOINFORMATICS,BC,7,2,1,0,,0,0,0,NULL,NULL,6.7,6.63,0
12793,2736,72,2,1468,PRINCIPLES OF BIOANALYSIS,CC,6,2,1,0,,0,0,0,NULL,NULL,7.59,7.66,0
12793,2557,72,1,1617,BIOPHYSICS,BC,7,2,1,0,,0,0,0,7.09,7.8,8.32,8.16,0
12793,2932,88,3,1651,ANALYTICAL TECHNIQUES IN BIOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,6.45,7.18,0
12793,3158,88,4,1655,LABORATORY-III,,0,0,0,112,BC,7,6,1,NULL,NULL,8.55,8.36,0
12793,3158,88,4,1670,CONCEPTS OF PHYSICS-II,CD,5,2,1,0,,0,0,0,NULL,NULL,6,5.16,2
12793,3158,88,4,1671,CRITICAL THINKING AND LOGIC,CC,6,2,1,0,,0,0,0,5.36,5.74,5.64,5.86,0
12793,3158,88,4,1672,CELL BIOLOGY-I,AA,10,2,1,0,,0,0,0,NULL,NULL,9,9,0
12793,3158,88,4,1673,CONCEPTS OF PHYSICAL CHEMISTRY,BB,8,2,1,0,,0,0,0,NULL,NULL,0,0,1
12793,3158,88,4,1674,FUNDAMENTALS OF BIOCHEMISTRY-I,CC,6,2,1,0,,0,0,0,NULL,NULL,6.27,6.27,0
12793,3158,88,4,1675,COMPUTER FUNDAMENTALS,BB,8,4,1,48,AA,10,2,1,NULL,NULL,0,0,0
12793,3158,88,4,1676,CONCEPTS OF PHYSICS-I,BC,7,2,1,0,,0,0,0,6.55,6.55,0,0,0
12793,3158,88,4,1678,ANIMAL SCIENCES,AB,9,4,1,0,,0,0,0,NULL,NULL,0,0,0
12793,3285,103,5,1943,CONCEPTS OF PHYSICAL CHEMISTRY,DD,4,2,1,0,,0,0,0,2,5.09,0,0,1
12793,3285,103,5,1944,BASIC MOLECULAR BIOLOGY-II,CC,6,2,1,0,,0,0,0,6.18,6.7,6.36,6.83,0
12793,3285,103,5,1945,METABOLISM-II,CC,6,2,1,0,,0,0,0,NULL,NULL,6,6.86,0
12793,3285,103,5,1946,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,6.64,7.05,0
12793,3285,103,5,1947,BASIC MOLECULAR BIOLOGY-II,BC,7,2,1,0,,0,0,0,8,7.77,7.27,7.72,0
12793,3285,103,5,1948,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7,7.15,0
12793,3285,103,5,1951,BASIC MEDICAL BIOTECHNOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,2.67,4.98,0
12793,3285,103,5,1954,CONCEPTS OF GENETIC ENGINEERING,CD,5,2,1,0,,0,0,0,NULL,NULL,5.92,5.47,1
12793,3606,103,6,2322,MICROBIAL GENETICS,BB,8,2,1,0,,0,0,0,NULL,NULL,6.17,6.54,0
12793,3606,103,6,2323,GENERAL VIROLOGY,DD,4,2,1,0,,0,0,0,NULL,NULL,5.5,6.41,0
12793,3606,103,6,2324,MICROBIAL GENETICS,BC,7,2,1,0,,0,0,0,NULL,NULL,6.92,6.9,0
12793,3606,103,6,2325,"CREATIVITY, PROBLEM SOLVING AND INNOVATION",,0,0,0,87,AA,10,2,1,NULL,NULL,6.5,6.43,0
12793,3606,103,6,2326,MICROBIAL GENETICS,AA,10,2,1,0,,0,0,0,NULL,NULL,7.5,7.57,0
12793,3606,103,6,2328,BIOPHYSICS,CD,5,2,1,0,,0,0,0,5.58,6.01,6.05,6.25,0
12793,3606,103,6,2330,CHEMISTRY-II,BB,8,4,1,38,AB,9,2,1,NULL,NULL,6.86,6.7,1
12793,3606,103,6,2335,CONCEPTS OF GENETIC ENGINEERING,AA,10,2,1,0,,0,0,0,NULL,NULL,8.92,7.91,0
