id,sgpa1,sgpa2,sgpa3,sgpa4,cgpa,active_backlogs,total_backlogs,10th_mark,12th_mark,stress_level,studytime,part_timejob,math,dsa,networks,os,attendance,career_preference
501,8.67,7.19,7.83,4.25,6.98,0,0,62.01,61.26,low,11,yes,94,73,55,55,99.68,job
502,7.04,6.6,6.46,8.37,7.12,0,0,65.73,40.35,low,3,no,76,94,44,96,86.08,job
503,6.46,7.27,8.38,7.59,7.42,0,0,37.33,49.59,medium,13,no,89,39,35,69,99.35,none
504,3.78,7.16,9.27,6.09,6.58,0,0,65.57,92.12,low,12,no,53,58,63,94,80.63,higher study
505,6.08,8.75,8.36,6.12,7.33,0,0,61.57,57.18,low,10,no,80,79,86,75,66.12,higher study
506,7.94,8.29,6.71,9.82,8.19,0,0,80.74,74.58,high,14,no,87,64,54,66,67.02,job
507,5.02,7.52,6.87,7.84,6.81,0,0,76.26,77.62,medium,8,yes,74,96,58,42,89.25,none
508,4.2,8.97,8.81,9.78,7.94,0,0,45.42,85.38,low,14,no,99,72,38,58,60.04,none
509,3.93,7.4,5.13,8.42,6.22,0,0,46.82,45.26,low,7,no,64,69,99,46,86.48,higher study
510,7.91,5.68,8.48,3.77,6.46,0,0,49.82,53.43,low,2,yes,97,40,82,80,66.05,higher study
511,7.02,6.17,8.09,7.31,7.15,1,1,45,63.04,medium,14,yes,91,99,41,78,99.37,higher study
512,6.22,6.79,6.25,9.89,7.29,0,0,77.04,57.45,medium,1,yes,88,88,60,38,66.53,higher study
513,4.45,7.31,7.25,7.66,6.67,0,2,99.63,98.85,low,10,no,79,75,35,64,82.1,none
514,5.5,6.47,7.68,8.4,7.01,0,2,76.69,88.94,high,8,no,57,60,61,64,86.78,job
515,7.23,8.84,6.56,7.83,7.62,1,1,73.65,65.14,high,0,yes,70,35,44,74,92.78,higher study
516,6.93,8.3,7.34,6.67,7.31,0,0,60.47,91.91,medium,8,no,74,37,79,79,78.37,higher study
517,8.03,6.8,9.55,7.84,8.06,0,0,53.95,56.3,high,11,yes,58,54,54,85,97.35,higher study
518,4.48,4.36,4.2,9.93,5.74,2,2,94.04,85.65,low,6,yes,62,34,75,38,79.21,none
519,9.03,7.77,7.8,7.88,8.12,0,0,97.92,47.99,medium,11,no,64,71,65,45,70.08,job
520,7.82,8.16,4.93,8.2,7.28,0,0,66.29,84.75,medium,1,yes,35,93,65,54,83.72,none
521,7.09,5.42,6.98,7.86,6.84,0,0,52.45,63.59,high,10,no,45,47,55,42,86.32,job
522,6.65,8.82,8.34,4.72,7.13,0,0,84.6,40.21,medium,4,yes,38,50,54,50,80.3,none
523,9.6,4.9,8.52,8.91,7.98,1,1,41.88,51.32,high,13,yes,94,80,55,57,89.33,higher study
524,5.38,8.64,6.97,6.59,6.9,0,3,84.3,59.96,high,1,yes,89,89,67,60,76.83,higher study
525,3.81,5.71,8.52,8.85,6.72,0,0,87.87,83.21,low,14,no,70,86,43,41,60.17,job
526,8.96,7.55,6.31,7.62,7.61,0,2,41.38,37.9,high,4,yes,69,51,98,77,70.58,none
527,7.36,8.32,8.51,8.02,8.05,0,0,98.45,77.19,high,6,yes,62,81,98,95,97.84,job
528,8.06,4.82,6.46,6.3,6.41,0,0,99.03,80.98,medium,4,yes,71,42,100,62,90.53,none
529,6.42,7.69,6.25,7.14,6.88,0,0,95.76,76.82,low,1,no,74,87,76,57,67.58,higher study
530,5.43,7.66,7.93,8.31,7.33,4,4,66.24,83.97,low,10,no,66,68,74,67,62.67,job
531,4.09,6.34,5.43,8.12,5.99,0,0,49.49,44.95,high,13,no,46,79,46,93,74.03,job
532,9.66,6.38,7.42,6.12,7.4,0,0,72,72.34,medium,4,no,39,34,37,64,93.45,higher study
533,9.69,7.59,8.72,7.64,8.41,0,0,61.14,96.06,medium,11,no,99,74,56,37,64.24,higher study
534,7.46,6.81,7.09,6.26,6.9,0,0,46.81,73.93,medium,11,yes,41,65,67,42,81.73,higher study
535,6.08,6.06,6.86,8.99,7,0,0,61.39,73.96,low,9,yes,97,73,74,87,71,higher study
536,5.19,8.17,7.5,8.69,7.39,0,0,77.48,82.34,low,13,yes,42,44,51,34,89.05,higher study
537,4.91,6.1,7.37,6.06,6.11,0,0,37.76,55.33,high,5,yes,56,95,66,94,60.02,higher study
538,7.52,7.79,5.82,8.58,7.43,0,1,55.35,79.93,high,14,no,54,79,58,64,71.09,none
539,8.89,7.62,7.03,8.76,8.08,0,0,34.2,94.39,medium,4,yes,34,81,85,78,87.17,none
540,7.15,8.91,4.15,7.06,6.82,1,1,83.22,33.74,high,1,no,79,76,50,93,81.87,job
541,9.12,7.45,8.08,8.16,8.2,0,0,75.93,91.3,medium,5,no,95,84,84,75,91.15,none
542,6.12,6.19,8.28,7.33,6.98,0,4,37.21,47.66,low,5,no,35,94,36,60,66.31,job
543,6.09,7.66,4.34,4.45,5.64,0,0,97.64,63.55,high,11,yes,77,75,88,91,81.24,none
544,7.16,8.52,8.56,7.97,8.05,0,0,34.53,90.11,medium,1,no,38,59,89,67,67.83,none
545,6.48,8.99,8.92,7.02,7.85,0,0,72.53,88.2,low,12,yes,72,44,68,43,85.57,higher study
546,6.07,4.79,6.8,6.97,6.16,0,0,85.02,92.76,medium,12,no,99,58,92,99,65.25,none
547,8.27,7.29,4.66,7.27,6.87,5,5,85.79,96.01,high,3,yes,78,73,92,58,65.95,none
548,7.38,6.96,8.15,6.44,7.23,0,0,35.31,62.97,medium,6,yes,46,58,46,36,73.13,none
549,6.87,8.72,7.18,8.49,7.82,0,1,93.73,76.98,low,0,no,65,85,95,67,76.08,higher study
550,8.7,6.57,8.03,5.24,7.14,0,0,94.54,59.17,high,0,no,76,36,80,61,79.94,higher study
551,6.35,4.94,5.82,7.05,6.04,0,1,70.62,56.5,low,13,yes,41,72,36,42,83.23,none
552,5.82,7.85,7.43,7.2,7.08,0,1,65.3,61.92,high,10,yes,92,68,54,44,78.75,job
553,8.87,7.22,8.98,8.68,8.44,0,0,36.02,82.79,medium,11,no,44,73,98,72,61.83,none
554,6.94,5.37,8.19,7.49,7,4,4,70.66,66.6,low,10,no,61,55,51,46,73.74,higher study
555,4.47,6.12,8.86,7.63,6.77,3,3,60.43,87.54,low,5,no,72,95,46,44,62.46,higher study
556,8.67,7.04,8.5,8.87,8.27,0,5,84.78,82.93,medium,6,yes,59,52,78,68,64.72,job
557,7.81,6.8,8.71,8.66,8,0,0,60.07,34.38,low,11,no,59,47,95,41,63.71,higher study
558,8.48,8.06,8.44,6.51,7.87,0,0,78.8,75.23,low,4,yes,65,83,63,40,66.32,higher study
559,8.95,5.91,7.38,5.54,6.94,1,1,39.8,62.26,low,14,no,79,95,47,90,92.52,none
560,6.87,9.24,5.75,7.42,7.32,0,3,41.92,63.6,low,11,no,61,76,86,68,85.1,job
561,8.88,8.85,6.76,8.91,8.35,0,0,42.37,87.83,medium,9,no,40,88,43,44,80.27,higher study
562,7.17,6.8,3.72,7.12,6.2,0,0,36.06,69.69,low,7,yes,68,73,64,71,89.29,higher study
563,7.16,3.68,7.11,7.11,6.26,0,0,69.27,92.34,low,10,yes,99,45,39,82,98.45,none
564,7.02,8.43,3.83,4.86,6.04,0,0,86.2,80.76,low,3,yes,55,98,52,68,76.71,none
565,7.62,6.17,6.06,6.59,6.61,2,2,73.9,70.04,high,2,yes,55,67,45,62,74.7,none
566,6.46,3.63,7.57,6.34,6,2,3,71.53,83.56,high,6,no,36,56,97,74,99.11,none
567,7.66,7.61,4.74,8.22,7.06,0,0,78.6,35.58,medium,13,no,79,40,88,39,90.85,job
568,7.63,6.21,3.77,8.31,6.48,0,0,55.76,34.82,medium,3,no,83,98,100,43,91.08,none
569,3.67,8.8,7.52,8.91,7.22,5,5,57.26,38.59,medium,0,yes,41,51,42,56,84,job
570,8.29,5.84,7.58,8.32,7.51,0,0,54.06,62.32,low,10,yes,37,41,39,79,80.28,higher study
571,8.5,8.3,8.92,9.24,8.74,0,0,80.71,48.78,high,7,no,48,75,34,45,82.02,higher study
572,7.32,7.97,8.73,3.58,6.9,0,0,43.84,98.95,high,4,no,77,34,75,88,86.08,none
573,6.91,8.47,6.49,6.73,7.15,2,2,33.88,69.34,medium,12,yes,72,48,88,46,75.07,none
574,6.78,7.94,7.11,6.12,6.99,0,0,72.95,77.39,high,7,yes,62,61,82,40,91.29,none
575,3.55,8.91,4.36,8.96,6.44,0,0,96.14,51.69,medium,7,yes,95,69,63,45,96.37,higher study
576,5.57,8.14,7.27,7.02,7,5,5,73.83,54.57,low,11,yes,67,79,68,94,82.85,higher study
577,6.58,8.77,7.08,6.94,7.34,0,0,85.46,55.48,high,4,no,59,54,96,58,75.26,higher study
578,4.81,7.55,8.4,8.72,7.37,1,1,78.08,79.82,low,7,yes,51,82,55,35,87.82,job
579,6.17,9.68,7.57,7.76,7.8,0,0,66.33,64.74,low,6,no,96,72,76,59,67.29,higher study
580,7.03,6.35,7.72,6.64,6.94,0,0,81.14,67.69,high,12,no,85,71,61,84,98.74,none
581,6.81,4.82,8.56,5.05,6.31,0,0,88.22,72.67,medium,2,no,87,42,51,95,86.32,job
582,9.94,7.58,8.42,3.64,7.4,0,0,48.06,84.51,high,14,yes,75,53,65,72,62.7,job
583,8.9,6.38,3.87,8.67,6.96,0,0,55.53,39.06,low,3,no,87,41,87,44,81.19,job
584,7.67,7.78,6.4,5.04,6.72,1,1,48,85.05,medium,10,no,85,47,67,97,90.01,higher study
585,7.04,7.45,8.14,8.98,7.9,0,0,63.3,70.74,low,11,no,46,95,64,75,71.11,higher study
586,7.74,9.12,7.31,6.26,7.61,1,1,92.3,77.83,medium,12,yes,65,68,37,43,62.04,higher study
587,6.42,7.87,5.09,8.59,6.99,0,0,56.14,54.95,high,6,no,99,88,47,52,79.57,higher study
588,7.33,6.03,6.88,7.17,6.85,0,0,58.1,60.43,low,3,no,91,78,48,37,93.34,none
589,7.88,6.58,6.15,5.21,6.46,0,0,90.65,48.5,medium,5,no,72,54,93,36,70.06,job
590,7.47,7.47,7.46,7.57,7.49,0,0,67.53,98.61,medium,11,yes,60,86,53,47,88.68,job
591,7.21,8.85,5.87,3.99,6.48,0,0,68.88,66.3,high,1,yes,87,87,53,43,76.31,job
592,8.98,7.15,7.07,8.74,7.99,1,1,90.68,99.74,medium,11,no,76,76,82,39,62.39,job
593,8.64,7.27,6.75,8.92,7.9,0,0,65.87,65.82,medium,1,no,85,39,51,64,72.16,job
594,7.87,8.14,5.99,6.79,7.2,0,0,78.67,47.73,low,2,yes,47,88,57,64,72.56,none
595,5.44,7.81,8.08,6.64,6.99,0,0,38.75,67,high,9,yes,41,77,60,81,96.19,none
596,7.71,6.9,8.31,6.24,7.29,0,2,44.98,35.66,high,6,yes,68,37,66,42,99.27,job
597,7.86,7.23,6.73,7.69,7.38,0,0,60.1,93.62,low,2,no,51,96,97,59,68.39,job
598,6.6,6.65,6.15,6.04,6.36,0,0,66.16,87.84,low,11,yes,88,91,58,35,77.22,higher study
599,7.19,8.9,8.55,7.24,7.97,0,0,97.7,81.63,low,2,yes,85,87,51,37,99.07,job
600,6.12,6.39,6.03,6.22,6.19,0,0,98.03,73.86,medium,12,yes,82,71,78,39,76.29,none
601,7.43,7.12,8.81,7.22,7.64,0,0,90.03,71.85,high,13,yes,41,93,53,63,73.97,higher study
602,7.63,6.08,7.88,6.12,6.93,0,0,54.15,99.78,high,3,no,70,85,68,88,64.4,none
603,6.68,5.04,4.44,8.51,6.17,0,0,97.59,51.63,high,14,yes,99,62,39,61,90.13,higher study
604,8.89,6.67,6.97,6.63,7.29,4,4,79.19,85.24,medium,9,no,74,73,42,94,77.88,higher study
605,8.73,8.34,6.74,5.55,7.34,0,0,59.33,71.96,high,5,yes,60,41,85,88,85.55,job
606,8.17,4.71,6.03,6.98,6.47,0,0,80.02,98.38,high,0,no,53,68,61,69,80.39,none
607,7.6,3.73,6.71,8.61,6.66,0,0,34.12,88.46,high,5,no,71,49,52,38,66.98,none
608,8.61,6.6,6.41,5.78,6.85,5,5,42.8,99.9,high,7,no,45,51,96,62,67.05,job
609,6.39,9.11,7.84,5.53,7.22,0,3,88.59,72.42,low,11,no,75,92,40,45,97.59,higher study
610,8.37,6.24,5,4.26,5.97,0,0,76.26,46.71,medium,14,yes,83,67,70,55,95.58,higher study
611,6.37,7.42,6.5,8.24,7.13,0,2,57.41,66.75,high,14,no,64,37,69,92,84.43,none
612,8.38,6.03,5.64,6.66,6.68,0,0,66.55,80.65,high,7,no,98,98,50,72,60.05,job
613,6.83,6.25,9.72,6.22,7.26,0,0,93.65,84.88,high,5,no,86,94,70,35,77.33,job
614,8.63,8.42,7.59,8.15,8.2,0,0,75.32,33.04,high,5,no,73,79,93,47,81.22,none
615,4.09,8.31,7.77,4.97,6.28,0,0,59.68,66.84,high,12,no,72,54,82,43,77.98,higher study
616,4.36,8.75,9.99,7.17,7.57,0,0,41.07,48.77,low,2,yes,43,71,89,81,97.02,higher study
617,8.83,5.42,9.13,8.3,7.92,0,0,52.69,91.62,low,13,no,62,93,67,97,61.63,job
618,6.45,5.37,6.89,7.34,6.51,0,2,98.55,43.25,medium,1,no,73,69,63,36,86.2,higher study
619,3.58,8.56,6.11,7.04,6.32,0,0,62.31,77.66,medium,6,no,63,39,60,93,72.55,higher study
620,7.39,4.28,6.11,7.35,6.28,3,3,64.62,50.83,high,7,no,35,72,84,54,82.38,higher study
621,8.94,4.27,9.05,8.25,7.63,0,0,66.41,56.89,high,9,no,61,62,42,52,86.24,none
622,7.45,8.05,6.08,5.79,6.84,1,1,92.24,96.02,low,12,yes,80,60,53,53,77.63,job
623,8.59,6.16,8.22,4.3,6.82,0,0,73.47,49.12,medium,13,yes,65,42,80,91,65.93,none
624,7.77,8.35,3.79,8.71,7.15,2,2,79.48,39.37,high,5,yes,65,57,52,75,80.76,none
625,7.13,5.59,6.95,6.15,6.46,0,3,59.1,37.65,high,4,no,60,96,45,43,97.32,higher study
626,6.86,8.54,8.39,7.57,7.84,0,0,34.96,66.81,high,3,no,87,52,38,56,81.44,job
627,6.61,8.4,7.3,6.1,7.1,0,0,95.38,76,medium,0,yes,89,63,58,45,64.92,higher study
628,8.29,7.53,5.22,5.55,6.65,0,0,96.59,54.94,low,8,no,64,91,64,42,92.97,job
629,7.16,6.7,7.36,7.41,7.16,0,4,96.59,79.25,low,10,yes,57,73,79,62,68.87,higher study
630,7.53,8.54,7.54,8.66,8.07,0,0,96.23,37.1,high,9,no,68,65,67,53,74.81,job
631,7.48,8.18,8.14,7.08,7.72,0,2,87.62,90.44,high,3,no,63,98,74,98,77.15,job
632,5.9,8.94,6.82,8.8,7.62,0,0,78.87,87.71,high,1,no,88,67,71,36,73.59,higher study
633,7.73,3.68,6.36,7.89,6.42,0,0,89.58,99.03,high,3,yes,97,64,79,41,76.18,higher study
634,8.6,5.7,7.67,8.8,7.69,0,0,73.24,95.75,high,12,yes,66,92,60,72,91.82,none
635,8.94,6.47,6.98,8.27,7.66,0,0,42.01,56.87,medium,10,yes,79,59,76,97,68.93,none
636,7.22,9.41,4.52,6.31,6.86,0,0,59.22,59.76,low,4,yes,66,55,78,64,78.82,job
637,8.48,6.68,4.02,6.69,6.47,1,1,98.08,82.98,medium,1,yes,97,67,51,55,60.8,higher study
638,8.29,6.64,7.33,3.52,6.44,0,0,56.53,41.99,medium,6,yes,63,46,65,38,80.31,higher study
639,7.72,8.38,7.94,7.18,7.81,0,0,91.15,54.05,high,2,no,62,88,35,91,64.47,none
640,8.87,4.14,7.48,6.51,6.75,1,1,39.25,40.95,medium,13,yes,95,41,74,96,71.29,higher study
641,6.6,4.98,4.51,7.48,5.89,0,1,55.4,63.48,low,14,yes,63,95,53,94,72.99,job
642,6.33,6.56,7.86,7.41,7.04,0,0,56.52,69.99,high,7,yes,45,55,91,85,63.29,job
643,8.56,5.84,7.63,8.87,7.72,1,1,36.47,47.16,low,3,yes,100,89,71,66,74.42,job
644,7.32,6.2,8.22,9.42,7.79,0,0,40.99,34.79,medium,11,no,48,54,34,55,79.92,none
645,8.54,9,8.12,7.3,8.24,0,0,45.95,81.2,high,10,yes,43,82,87,84,77.24,job
646,5.17,6.07,7.6,8.36,6.8,4,4,89.14,34.35,low,4,yes,94,39,47,44,71.22,none
647,8.68,8.51,8.04,8.83,8.51,3,3,37.26,98.22,low,2,yes,56,68,58,91,71.79,none
648,6.19,7.1,8.62,8.63,7.64,0,0,53.02,47.86,high,12,yes,44,60,42,83,85.34,job
649,8.65,5.2,7.3,6.63,6.94,0,0,33.69,77.48,low,10,no,49,73,94,50,88.74,none
650,7.34,8.52,7.24,3.51,6.65,0,0,79.61,62.13,high,4,no,82,47,85,79,83.06,none
651,7.53,7.66,8.29,7.49,7.74,0,0,74.56,37.01,high,8,no,47,85,41,77,99.05,job
652,7.88,8.7,7.75,7.04,7.84,0,0,76.22,64.64,medium,10,yes,39,73,49,90,97.79,job
653,8.78,8.78,6.21,7.2,7.74,0,3,58.09,67.63,low,12,yes,75,76,41,38,63.94,none
654,6.06,4.54,8.68,7.08,6.59,3,3,46.96,90.27,high,13,yes,50,91,56,72,70.45,none
655,7.43,6.03,6.09,8.48,7.01,1,1,81.26,82.07,medium,1,no,75,36,67,91,94.74,higher study
656,8.06,6.23,8.25,7.36,7.48,0,0,87.35,38.32,medium,6,no,43,48,51,42,61.19,job
657,8.17,5.22,8.28,7.57,7.31,0,0,42.29,47.02,high,14,yes,79,78,77,56,83.69,higher study
658,8.08,6.75,8.86,8.95,8.16,0,0,65.62,53.9,high,14,yes,82,44,48,80,98.18,none
659,6.4,8.01,6.16,6.18,6.69,0,0,49.67,40.81,low,9,yes,42,72,48,69,87.15,higher study
660,6.9,8.66,3.69,7.46,6.68,0,4,44.27,63.62,low,7,no,72,52,56,64,63.68,none
661,7.08,7.38,7.79,8.32,7.64,0,0,82.2,98.95,low,2,yes,35,53,98,56,89.91,higher study
662,9.18,7.82,7.28,6.45,7.68,0,3,69.06,67.48,high,10,no,85,89,65,89,75.06,none
663,8.41,6.57,6.99,7.83,7.45,1,1,47.49,82.71,medium,3,no,44,37,65,79,96.86,none
664,6.84,4.36,6.27,6.72,6.05,0,0,53.78,78.76,medium,12,no,70,42,66,91,71.45,none
665,6.63,4.19,7.69,8.6,6.78,0,0,97.77,89.95,high,10,no,55,58,76,69,78.93,job
666,8.87,8.41,7.44,6.98,7.93,0,0,89.86,47.46,low,9,yes,85,80,46,93,89.86,none
667,6.03,8.9,6.31,5.4,6.66,0,0,91.96,83.51,medium,1,no,38,82,42,47,70.3,job
668,8.99,5.99,7.84,6.99,7.45,2,7,63.83,92.05,medium,14,yes,35,60,95,58,67.27,none
669,8.03,6.81,8.21,7.79,7.71,0,4,74.8,44.5,low,9,no,38,61,90,77,60.11,higher study
670,8.49,7.48,5.24,6.55,6.94,0,4,58.25,56.24,medium,12,yes,65,95,81,79,79.52,none
671,6.88,6.26,4.13,6.85,6.03,0,0,38.22,98,low,8,no,52,49,76,46,97.14,none
672,5.83,5.38,8.3,7.25,6.69,0,5,59.88,85.31,medium,2,no,37,79,100,95,71.26,higher study
673,6.04,7.68,8.72,7.06,7.37,5,5,72.8,51.94,medium,14,no,79,79,65,52,61.74,none
674,8.21,7.51,7.23,7.57,7.63,0,1,52.25,70.79,medium,8,yes,59,73,93,45,84.82,none
675,8.5,6.43,8.86,7.8,7.9,0,0,89.81,60.1,low,12,no,83,67,34,81,62.25,none
676,9.62,5.11,8.6,7.7,7.76,0,0,43.13,65.83,medium,6,no,59,43,90,66,80.28,higher study
677,8.22,7.33,6.89,7.96,7.6,0,4,57.6,56.8,medium,5,no,65,34,94,70,75.26,none
678,6.43,9.65,6.48,6.92,7.37,0,3,41.38,51.72,medium,10,no,77,99,41,39,79.02,job
679,9.22,7,7.31,6.38,7.48,0,0,60.13,78.21,high,11,yes,59,50,40,76,66.51,job
680,4.16,7.57,7.21,8.28,6.8,0,0,35.67,85.16,medium,10,yes,94,80,70,83,63.61,job
681,5.03,7.76,7.73,8.55,7.27,3,3,51.27,91.56,medium,2,yes,84,57,75,79,89.96,job
682,8.26,6.03,4.28,6.77,6.34,0,0,59.86,43.42,low,10,yes,92,83,65,61,69.83,higher study
683,8.31,4.39,7.75,7.22,6.92,0,0,65.04,88.13,low,6,no,71,62,50,100,92.02,none
684,7.98,8.28,8.25,7.5,8,2,2,69.43,50.08,high,14,no,59,46,61,44,90.34,job
685,5.2,8.14,7.53,7.6,7.12,0,0,51.43,61.64,low,10,no,78,97,81,53,67.94,none
686,8.3,7.1,6.31,5.4,6.78,0,0,68.05,93.4,low,13,yes,64,61,87,63,96.33,none
687,8.54,6.16,8.57,7.98,7.81,0,0,67.11,63.46,low,2,no,78,38,75,69,66.45,higher study
688,7.84,8.26,6.93,6.12,7.29,0,0,54.19,46.21,high,12,yes,64,42,69,69,91.89,none
689,6.27,8.87,8.91,8.16,8.05,0,0,88.63,43.72,high,10,yes,94,47,99,91,76.82,job
690,7.46,9.71,6.35,6.19,7.43,0,0,69.56,64.7,medium,5,yes,81,43,64,61,67.32,job
691,6.23,6.72,8.87,7.4,7.3,0,0,55.27,84.1,medium,7,no,78,66,98,72,97.52,higher study
692,7.22,6.97,6.27,8.48,7.24,0,0,96.47,99.81,low,4,no,93,73,36,99,98.53,job
693,7.22,6.55,6.69,7.35,6.95,0,0,89.62,85.76,medium,10,no,94,39,46,76,80.45,job
694,6.2,7.73,6.14,5.47,6.38,0,0,98.83,91.76,medium,10,yes,85,50,64,38,78.77,higher study
695,7.05,6.46,8.12,6.45,7.02,0,0,79.38,83.11,high,12,no,85,69,62,46,96.03,higher study
696,6.33,3.62,8.55,8.96,6.86,0,0,58.35,93,high,2,no,95,94,90,42,83.85,job
697,8.42,7.07,9.69,8.67,8.46,0,1,51.82,38.12,medium,5,yes,59,82,66,90,70.64,higher study
698,8.84,8.09,7.3,5.83,7.52,0,0,77.45,95.31,medium,14,no,100,57,86,60,77.01,higher study
699,6.22,7.68,8.79,3.79,6.62,0,0,98.71,59.57,medium,7,no,82,84,43,94,93.44,job
700,8.87,9.18,7.77,8.31,8.53,0,0,74.99,94.75,low,9,yes,77,75,96,83,94.38,job
701,7.57,7.16,3.8,7.23,6.44,1,1,92.07,38.08,high,2,yes,69,52,98,67,97.57,higher study
702,6.9,7.26,5.66,6.55,6.59,0,0,55.06,80.92,medium,11,no,86,95,35,98,71.53,none
703,6.23,7.69,7.89,8.82,7.66,0,0,60.27,82.29,medium,12,yes,77,100,35,78,87.2,none
704,7.5,6.02,8.54,7.6,7.41,0,0,93.72,99.79,low,13,no,55,63,70,67,62.74,job
705,8.38,6.24,6.89,8.56,7.52,0,0,83.71,84.52,high,10,no,35,71,35,41,89.04,job
706,9.31,8.64,7.06,4.08,7.27,0,0,98.75,58.64,low,10,yes,40,39,94,81,82.53,none
707,8.12,6.23,8.72,7.03,7.52,2,2,84.91,70.34,low,4,yes,49,55,73,69,69.99,higher study
708,4.29,8.12,8.7,7.01,7.03,4,4,63.06,57.57,medium,8,yes,77,44,96,99,86.19,none
709,6.15,3.58,8.93,8.96,6.9,0,4,68.59,46.14,low,13,yes,98,62,58,44,65.41,none
710,6.22,8.76,8.71,7.57,7.82,0,0,93.34,49.66,low,13,no,94,41,71,85,73.35,job
711,7.21,6.81,4.73,6.42,6.29,0,0,69.96,47.88,medium,9,yes,63,68,70,69,76.04,higher study
712,6.89,7.11,6.38,6.66,6.76,0,0,50.12,69.78,high,14,yes,75,78,60,64,91.09,none
713,6.7,7.71,8.47,7.45,7.58,0,4,62.19,93.71,medium,14,yes,58,66,83,57,72.35,higher study
714,6.84,8.65,7.23,6.13,7.21,2,2,67.6,94.15,high,9,yes,90,38,67,54,61.96,job
715,8.41,8.83,4.93,7.39,7.39,3,3,39.49,36.68,low,2,no,65,95,77,63,67.23,none
716,5.62,8.22,4.92,7.26,6.5,2,2,82.83,38.36,low,12,yes,83,70,37,97,84.32,job
717,5.87,6.26,8.97,8.34,7.36,0,0,40.34,49.43,medium,11,yes,43,50,85,72,60.61,none
718,9.55,9.08,7.42,7.06,8.28,0,0,60.14,50.1,medium,10,no,55,55,88,34,91.69,higher study
719,8.79,8.01,4.53,8.95,7.57,0,0,86.91,39.37,medium,1,yes,74,65,45,75,96.04,job
720,7.22,4.89,7.66,6.54,6.58,0,2,64.33,59.03,low,10,no,80,47,47,38,79.82,higher study
721,5.71,7.23,7.59,7.77,7.08,0,2,89.42,72.38,low,12,no,47,53,68,45,88.31,none
722,8.72,7.41,6.97,6.27,7.34,0,0,55.91,71.74,high,13,no,36,55,39,62,78.51,job
723,6.96,6.15,6.23,5.76,6.28,0,5,97.16,69.41,medium,7,no,86,63,80,36,72.35,higher study
724,7.43,6.57,8.69,3.94,6.66,0,0,47.04,55.7,low,13,yes,49,87,56,94,66.59,higher study
725,6.68,8.37,3.98,8.2,6.81,0,0,35.57,80.34,high,13,no,94,66,98,84,80.73,none
726,5.35,7.36,8.41,5.21,6.58,1,1,91.45,88.38,medium,13,yes,61,38,92,69,97.2,job
727,7.92,5.41,6.42,4.83,6.14,0,0,83.4,56.21,medium,6,no,68,51,42,35,95.6,higher study
728,8.94,4.84,8.33,3.71,6.46,0,0,48.55,38.74,high,11,no,35,96,91,62,96.79,job
729,7.81,6.9,7.88,8.98,7.89,0,0,98.98,52.86,high,8,yes,94,79,81,74,98.66,job
730,7.07,7.15,7.23,8.46,7.48,0,0,66.66,42.21,high,14,yes,89,40,96,62,66.61,job
731,7.94,8.56,6.76,7.67,7.73,0,0,96.72,64.32,low,3,no,88,62,42,97,65.86,job
732,4.19,8.25,8.58,7.45,7.12,0,1,66.84,43.46,medium,2,yes,51,90,77,91,77.11,none
733,6.37,6.82,8.1,8.51,7.45,0,0,64.62,64.02,medium,9,no,82,80,79,43,87.57,higher study
734,8.67,5.6,7.64,8.81,7.68,0,2,63.1,47.81,high,4,yes,75,42,48,44,77.59,job
735,7.51,6.35,7.83,8.97,7.66,1,1,55.44,82.5,low,10,no,40,92,86,40,95.69,higher study
736,4.2,6.76,9.83,7.19,7,2,3,68.76,34.86,high,0,yes,37,76,81,94,88.7,higher study
737,7.35,8.76,6.27,8.97,7.84,0,0,63.33,70.17,low,4,yes,76,92,75,99,85.36,higher study
738,5.91,7.74,7.42,6.47,6.88,0,0,35.47,44.36,medium,12,no,92,39,50,86,62.84,none
739,7.76,7.6,6.58,4.21,6.54,1,3,50.46,33.08,medium,12,no,82,86,68,98,67.01,job
740,7.87,7.79,6.63,6.76,7.26,0,0,47.29,91.24,low,2,no,93,97,64,60,77.13,job
741,6.22,7.1,7.98,6.27,6.89,0,0,91.12,78,medium,0,yes,39,37,37,40,99.05,higher study
742,8.05,8.42,8.73,6.82,8,2,2,73.13,39.64,medium,2,yes,53,34,81,98,73.38,higher study
743,6.73,7.57,7.21,8.3,7.45,0,0,84.17,77.5,high,4,no,64,64,47,91,85.2,none
744,8.14,9.94,6.62,8.56,8.32,2,7,97.11,73.98,low,4,yes,55,98,58,58,99.56,none
745,8.47,6.35,7.95,4.8,6.89,0,0,76.15,64.72,medium,14,no,65,52,79,81,70.56,higher study
746,3.53,6.39,8.61,8.34,6.72,0,1,98.84,61.1,medium,9,yes,80,82,81,37,66.67,job
747,8.41,7.61,8.24,7.89,8.04,1,1,53.9,92.43,low,11,yes,67,64,73,41,81.85,none
748,7.66,8.81,8.61,7.54,8.15,0,0,45.49,49.43,medium,7,yes,60,93,83,93,82.08,job
749,5.29,6.93,7.61,8.13,6.99,0,0,60.03,59.69,low,10,no,77,88,40,37,96.88,none
750,7.56,3.58,8.26,7.17,6.64,0,0,64.55,55.06,low,0,yes,63,71,93,41,61.06,job
751,6.43,8.61,6.42,8.52,7.5,1,1,92.99,84.67,high,6,yes,66,66,68,49,76.3,higher study
